Time,Velocity,Acceleration,LongitudeGPS,LatitudeGPS,TrackID
1617023156.4,113.67442187485658,-0.1722042893477632,-86.62937120000001,36.022225299999995,394.0
1617023157.9,112.84149642448918,-0.0756618941863996,-86.6290133,36.0219047,394.0
1617023158.0,112.84561821529668,-0.0568748606139063,-86.6289895,36.0218835,394.0
1617023158.5,112.95325570968194,0.0391174882270496,-86.62887049999999,36.0217773,394.0
1617023158.6,112.99111806020672,0.0559919513534229,-86.6288468,36.021756200000006,394.0
1617023158.7,113.07593970588236,0.0714049538108674,-86.628823,36.021735,394.0
1617023158.8,113.11058980503212,0.0852232343547912,-86.6287993,36.02171370000001,394.0
1617023158.9,113.13,0.0974024154622334,-86.62877569999999,36.0216925,394.0
1617023159.0,113.16536709840912,0.1079827668690517,-86.62875179999999,36.0216713,394.0
1617023160.6,113.80506375561876,0.1884926639258971,-86.6283728,36.0213315,394.0
1617023161.5,114.45639697911068,0.2498195126886169,-86.628159,36.021139700000006,394.0
1617023161.6,114.42281421281422,0.2532948589369703,-86.6281352,36.0211183,394.0
1617023161.7,114.55020168937986,0.2554421874931354,-86.6281112,36.0210968,394.0
1617023161.8,114.54554822738608,0.2562613110287599,-86.6280873,36.0210755,394.0
1617023161.9,114.64310210109169,0.2558266330450898,-86.6280635,36.0210542,394.0
1617023162.0,114.69,0.2542705994775832,-86.6280395,36.021032700000006,394.0
1617023162.1,114.774793814433,0.2517759536737996,-86.6280157,36.0210113,394.0
1617023162.2,114.8785673744442,0.2485553845144492,-86.6279917,36.020989799999995,394.0
1617023162.3,114.84088537301888,0.2448427162584448,-86.6279677,36.0209685,394.0
1617023162.4,114.94827923892232,0.2408755650850542,-86.6279438,36.020947,394.0
1617023163.1,115.288180361743,0.2229704981678205,-86.6277758,36.0207967,394.0
1617023163.2,115.34245306880251,0.2232999403344406,-86.6277518,36.020775,394.0
1617023163.3,115.36919730590026,0.2243840324197047,-86.6277277,36.0207537,394.0
1617023163.4,115.4275930228337,0.2261078538293702,-86.62770379999999,36.020732,394.0
1617023163.5,115.51716411354012,0.2283135194044855,-86.6276797,36.0207105,394.0
1617023163.6,115.510071517272,0.2308116705224229,-86.6276555,36.020688799999995,394.0
1617023163.7,115.65099849724496,0.2333940842728606,-86.62763129999999,36.02066729999999,394.0
1617023163.8,115.67092019840284,0.2358474397347933,-86.6276072,36.0206458,394.0
1617023163.9,115.80003668522764,0.2379667579397435,-86.627583,36.0206242,394.0
1617023164.0,115.81,0.2395644256328312,-86.6275588,36.0206027,394.0
1617023165.4,116.6377681786818,0.1628197094097153,-86.6272195,36.0202993,394.0
1617023166.2,116.90184852678732,0.0771751445774132,-86.62702469999999,36.0201252,394.0
1617023166.3,116.82924854531872,0.0693681738662298,-86.6270002,36.0201033,394.0
1617023166.4,116.79432189351245,0.0625300909386462,-86.6269757,36.0200815,394.0
